streamer,stream_url,stream_started,stream_finished,stream_duration,stream_hours_watched,stream_avg_viewers,stream_max_viewers,stream_followers,stream_total_followers,stream_uniq_views,stream_total_uniq_views,stream_games
ares_rune,https://twitchtracker.com/ares_rune/streams/23891496752,2016-12-10 11:13:53,2016-12-10 17:55:00,401,187,28,40,-0.3,-2,9.1,61,"[{'game_title': 'DragonBall Xenoverse 2', 'game_date': '2016-12-10 14:20:00', 'game_avg_viewers': '25'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-10 16:20:00', 'game_avg_viewers': '28'}, {'game_title': ""Assassin's Creed III"", 'game_date': '2016-12-10 17:50:00', 'game_avg_viewers': '29'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23900448736,2016-12-11 03:27:44,2016-12-11 06:55:00,207,89,26,27,0,0,0,0,"[{'game_title': ""Assassin's Creed III"", 'game_date': '2016-12-11 05:20:00', 'game_avg_viewers': '25'}, {'game_title': ""Assassin's Creed IV: Black Flag"", 'game_date': '2016-12-11 06:50:00', 'game_avg_viewers': '26'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23855794912,2016-12-06 10:39:27,2016-12-06 13:25:00,165,82,30,36,2.2,6,46.2,127,
ares_rune,https://twitchtracker.com/ares_rune/streams/23835255024,2016-12-04 03:46:34,2016-12-04 07:15:00,208,128,37,50,1.2,4,50.5,175,
ares_rune,https://twitchtracker.com/ares_rune/streams/23824480688,2016-12-03 05:28:16,2016-12-03 07:55:00,146,60,25,26,0.4,1,71.1,173,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-12-03 07:40:00', 'game_avg_viewers': '25'}, {'game_title': 'Lineage Eternal: Twilight Resistance', 'game_date': '2016-12-03 07:50:00', 'game_avg_viewers': '26'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23807398672,2016-12-01 10:28:47,2016-12-01 15:15:00,286,133,28,32,0.4,2,40.5,193,
ares_rune,https://twitchtracker.com/ares_rune/streams/23773365888,2016-11-27 09:31:37,2016-11-27 10:35:00,63,26,25,25,3.8,4,172.4,181,
ares_rune,https://twitchtracker.com/ares_rune/streams/23761108336,2016-11-26 05:21:35,2016-11-26 09:25:00,243,101,25,31,0.7,3,32.8,133,"[{'game_title': 'Planet Coaster', 'game_date': '2016-11-26 08:40:00', 'game_avg_viewers': '25'}, {'game_title': 'Yakuza 0', 'game_date': '2016-11-26 09:20:00', 'game_avg_viewers': '23'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23790756208,2016-11-29 10:08:10,2016-11-29 15:25:00,316,158,30,38,1.3,7,46.3,244,
ares_rune,https://twitchtracker.com/ares_rune/streams/23745292272,2016-11-24 10:49:15,2016-11-24 13:55:00,185,80,26,29,0,0,77.8,240,
ares_rune,https://twitchtracker.com/ares_rune/streams/23771407184,2016-11-27 03:48:06,2016-11-27 08:25:00,276,119,26,30,0,0,0,0,
ares_rune,https://twitchtracker.com/ares_rune/streams/23720685344,2016-11-21 10:23:48,2016-11-21 13:25:00,181,78,26,28,-0.3,-1,61.7,186,
ares_rune,https://twitchtracker.com/ares_rune/streams/23709548640,2016-11-20 04:12:21,2016-11-20 12:45:00,512,247,29,36,0.6,5,37.5,320,"[{'game_title': 'Yakuza 0', 'game_date': '2016-11-20 11:50:00', 'game_avg_viewers': '28'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-20 12:40:00', 'game_avg_viewers': '34'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23699161664,2016-11-19 04:52:41,2016-11-19 15:05:00,612,316,31,44,0.7,7,14.7,150,"[{'game_title': 'Planet Coaster', 'game_date': '2016-11-19 08:40:00', 'game_avg_viewers': '33'}, {'game_title': 'Talk Shows & Podcasts', 'game_date': '2016-11-19 13:10:00', 'game_avg_viewers': '27'}, {'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-19 15:00:00', 'game_avg_viewers': '37'}]"
ares_rune,https://twitchtracker.com/ares_rune/streams/23691033680,2016-11-18 09:41:07,2016-11-18 15:25:00,343,148,26,33,0.2,1,12.1,69,"[{'game_title': ""Tom Clancy's Rainbow Six: Siege"", 'game_date': '2016-11-18 13:20:00', 'game_avg_viewers': '26'}, {'game_title': 'Planet Coaster', 'game_date': '2016-11-18 15:20:00', 'game_avg_viewers': '25'}]"
